Noun,Verb,Adjective,Exclamation 
닭,,,
느낌,,,
걸,,,
자로,,,
타,,,
공결,,,
처리,,,
남발,,,
독일,,,
시중,,,
간놈,,,
개돼지,,,
아주,,,
때,,,
특혜,,,
란,,,
특혜,,,
자랏구,,,
방학,,,
토요일,,,
일요일,,,
국가,,,
지정,,,
휴무,,,
일,,,
제외,,,
도대체,,,
며칠,,,
출석,,,
것,,,
정말,,,
계산,,,
도,,,
고,,,
애,,,
나하,,,
역대,,,
금수,,,
네,,,
자,,,
뭐,,,
인간,,,
뭐,,,
전국,,,
정,,,
유라,,,
정말,,,
기분,,,
빌어,,,
최태민,,,
일가,,,
대대로,,,
남,,,
등,,,
족속,,,
조선,,,
때,,,
족,,,
멸하,,,
이유,,,
자손,,,
제대로,,,
사람,,,
대로,,,
한층,,,
악,,,
더,,,
보태,,,
조사해,,,
협조,,,
학교,,,
교장,,,
담임,,,
조사해,,,
우리나라,,,
최초,,,
양파,,,
모녀,,,
계속,,,
김치,,,
놈,,,
돈,,,
만주,,,
시,,,
바리,,,
역할,,,
오크,,,
모녀,,,
돈주,,,
독일,,,
심부름,,,
명의,,,
김치,,,
놈,,,
새끼,,,
심부름,,,
다지,,,
대통령,,,
위,,,
황제,,,
최,,,
실,,,
머리카락,,,
꼭꼭,,,
어쩐지,,,
티,,,
머리,,,
모,,,
궁금타,,,
이쯤,,,
욕,,,
국민,,,
피,,,
땀,,,
적신,,,
빵,,,
특정,,,
계층,,,
배,,,
병맛,,,
나라,,,
무늬,,,
자유,,,
민주주의,,,
실상,,,
꼬라,,,
공산주의,,,
국가,,,
무슨,,,
짓,,,
고등학교,,,
때,,,
학교,,,
대학생,,,
때,,,
애,,,
것,,,
한국,,,
추방,,,
역시,,,
네이버,,,
일로,,,
뉴스,,,
떳,,,
한겨례,,,
다음,,,
메인,,,
뉴스,,,
네이버,,,
아래,,,
결석,,,
공부,,,
머리,,,
텅,,,
이화여대,,,
교칙,,,
재학,,,
결혼,,,
졸업,,,
결석,,,
일수,,,
수능,,,
학교,,,
출석,,,
이유,,,
출석,,,
일수,,,
졸업,,,
위,,,
공결,,,
학교,,,
친구,,,
샤샤,,,
샤,,,
박근혜,,,
말,,,
세상,,,
정말,,,
세상,,,
웃,,,
것,,,
습,,,
얘,,,
진짜,,,
꼴통,,,
승마,,,
허울,,,
걸,,,
핑계,,,
공부,,,
학교,,,
빠구링,,,
뭐,,,
인생,,,
도움,,,
발생,,,
사례,,,
행위,,,
돈,,,
권력,,,
시,,,
한국,,,
학교,,,
감독,,,
정부,,,
부서,,,
정의,,,
자존심,,,
따윈,,,
쓰레기,,,
득세,,,
맘,,,
법,,,
질서,,,
부패,,,
공화국,,,
선진국,,,
그냥,,,
말,,,
사람,,,
이,,,
민주,,,
국가,,,
암탉,,,
울면,,,
나라,,,
수탉,,,
안,,,
뭐,,,
가지,,,
여야,,,
이건,,,
석유,,,
파면,,,
수록,,,
계속,,,
원칙,,,
강조,,,
정권,,,
원칙,,,
어디,,,
쟤,,,
결혼,,,
남자,,,
조직,,,
내,,,
잘못,,,
조직,,,
책임,,,
원칙,,,
닥그네,,,
책임,,,
회피,,,
개인,,,
잘못,,,
치부,,,
버릇,,,
한마디,,,
빵,,,
거지,,,
하반기,,,
임신,,,
임신,,,
초기,,,
학교,,,
이름,,,
구역질,,,
국비,,,
말,,,
타라,,,
유학,,,
남자,,,
다가,,,
애,,,
덜컥,,,
갠,,,
실,,,
그네,,,
누나,,,
통치,,,
자금,,,
독일,,,
일,,,
거,,,
직업,,,
반,,,
눈,,,
표독,,,
정권,,,
꼭,,,
표,,,
심판,,,
고집불통,,,
아집,,,
대통령,,,
밑,,,
구더기,,,
세금,,,
서민,,,
온나라,,,
얼굴,,,
모자이크,,,
뭐,,,
분,,,
사생활,,,
보호,,,
완전,,,
멋대로,,,
세상,,,
후,,,
열,,,
파파,,,
팍,,,
학교,,,
빠,,,
구,,,
링,,,
예체능,,,
준비,,,
애,,,
전부,,,
무단,,,
조퇴,,,
학원,,,
아주,,,
저,,,
학생,,,
학교,,,
간다,,,
거,,,
자기,,,
일,,,
다음,,,
학교,,,
공부,,,
거나,,,
친구,,,
노,,,
거지,,,
졸업장,,,
하루,,,
등교,,,
학교,,,
줄,,,
수,,,
시험,,,
성적,,,
조작,,,
한마디,,,
판이,,,
실,,,
누나,,,
시간,,,
쓰레기,,,
목사,,,
손,,,
주입,,,
니,,,
내,,,
이름,,,
정유,,,
엄마,,,
이름,,,
최,,,
실,,,
아빠,,,
씨,,,
달라,,,
누구,,,
탓,,,
저따위,,,
사람,,,
잘못,,,
어디가,,,
법,,,
머리,,,
거지,,,
이,,,
집,,,
애가,,,
커서,,,
땅콩,,,
밭,,,
애,,,
미나,,,
자식,,,
년,,,
이나,,,
엿,,,
개,,,
병신,,,
년,,,
구속,,,
누구,,,
살,,,
걱정,,,
야,,,
한글,,,
알라,,,
이,,,
말,,,
정윤회,,,
비,,,
최,,,
실및,,,
기타,,,
비리,,,
범,,,
증거,,,
멸,,,
도주,,,
내시,,,
매일,,,
회고록,,,
종북,,,
물,,,
대통령,,,
답안,,,
나오니,,,
반대,,,
개헌,,,
국민,,,
이상,,,
대한민국,,,
위기,,,
구한말,,,
이,,,
뭐,,,
다음,,,
세대,,,
위정,,,
애국심,,,
좀,,,
좀해,,,
이,,,
원칙,,,
주장,,,
닥그,,,
정부,,,
원칙,,,
대가리,,,
지식,,,
중졸,,,
수준,,,
것,,,
말,,,
레포트,,,
시험,,,
수준,,,
이,,,
무슨,,,
수준,,,
새누리당,,,
과,,,
새누리,,,
추종자,,,
닭,,,
공주,,,
전면,,,
조사,,,
하자,,,
내,,,
말,,,
종북,,,
좌파,,,
몰이,,,
참으로,,,
닭,,,
공주,,,
도,,,
비리,,,
흐미,,,
잘못,,,
언론,,,
및,,,
국민,,,
질타,,,
한순간,,,
쇼크,,,
나,,,
학교,,,
하루,,,
큰일,,,
나,,,
줄알,,,
개근,,,
이아,,,
미국영화,,,
저런,,,
사람,,,
자경단,,,
게,,,
배트맨,,,
우리나라,,,
도입,,,
세계,,,
국가,,,
서든,,,
정치,,,
정도,,,
위치,,,
법,,,
사회,,,
통념,,,
모두,,,
갈수,,,
개엿같,,,
상황,,,
최,,,
실,,,
이냔,,,
국내,,,
법적,,,
사회,,,
위치,,,
전담,,,
수사,,,
팀,,,
총장,,,
레포트,,,
도,,,
드릴,,,
언니,,,
일껄,,,
개,,,
자식,,,
문제,,,
엄마,,,
자격,,,
애,,,
나이,,,
학교,,,
땐,,,
사고,,,
지애,,,
똑,,,
애,,,
쓰레기통,,,
자꾸,,,
단,,,
머리,,,
말,,,
대가리,,,
박근혜,,,
정윤회,,,
최,,,
실,,,
정유,,,
최태민,,,
병,,,
파도,,,
파도,,,
계속,,,
종자,,,
한국,,,
대통령,,,
화가,,,
치민,,,
말,,,
다른,,,
것,,,
저,,,
양반,,,
이,,,
나라,,,
현주소,,,
북괴,,,
발행,,,
걸레,,,
진실성,,,
고등학교,,,
졸업장,,,
일로,,,
인생,,,
조작,,,
결석,,,
전부,,,
결석,,,
세계,,,
좌지우지,,,
인물,,,
본연,,,
처지,,,
실감,,,
얘,,,
도대체,,,
우주,,,
햐,,,
정말,,,
집,,,
구석,,,
고삘,,,
때,,,
빠우굴쳐,,,
애,,,
녕,,,
드,,,
학교,,,
땡땡,,,
이치고,,,
십,,,
막장,,,
뽀,,,
존온,,,
웃기,,,
닭,,,
최,,,
실,,,
중고,,,
교,,,
운동,,,
부,,,
운동,,,
애,,,
학교,,,
오기,,,
시험,,,
때,,,
줄,,,
원래,,,
비단,,,
정유,,,
얘,,,
운동선수,,,
애덜,,,
공결,,,
처리,,,
기본,,,
사양,,,
감,,,
기자,,,
얌반,,,
기사,,,
실태,,,
조사,,,
좀,,,
쓰슈,,,
지식,,,
정신,,,
년,,,
학교,,,
애마부인,,,
대가리,,,
똥,,,
만찬,,,
완전,,,
양파,,,
최,,,
실,,,
정윤회,,,
병,,,
온통,,,
비리,,,
덩어리,,,
계속,,,
난,,,
얘,,,
땅콩,,,
회항,,,
서로,,,
욕,,,
라며,,,
서로,,,
생각,,,
파도,,,
파도,,,
끝,,,
이제,,,
개헌,,,
난리,,,
이나라,,,
쥬,,,
김연아,,,
무슨,,,
공주,,,
참나,,,
공권력,,,
학교,,,
조희연,,,
교육감,,,
누가,,,
좌파,,,
빨갱이,,,
조희연,,,
정유,,,
탄핵,,,
감,,,
조희연,,,
사퇴,,,
정유,,,
생,,,
말,,,
이제,,,
전,,,
국민,,,
생,,,
말,,,
정,,,
유라,,,
피하,,,
건가,,,
최,,,
살,,,
항의,,,
왜,,,
권력,,,
겨,,,
근처,,,
콩고,,,
물이,,,
오,,,
결석,,,
햇,,,
누가,,,
공결,,,
처리,,,
좀,,,
이제,,,
발표,,,
그,,,
금메달,,,
체전,,,
선수,,,
덕분,,,
메달,,,
꿈,,,
메달,,,
외국,,,
대한민국,,,
손,,,
쌔,,,
일만,,,
머,,,
것,,,
유라,,,
니,,,
페북,,,
돈,,,
실력,,,
말,,,
이제,,,
이해,,,
세상,,,
얼마나,,,
알,,,
턱,,,
니,,,
인생,,,
조금,,,
것,,,
술래잡기,,,
이,,,
난리,,,
뭐,,,
애가,,,
미혼모,,,
각자,,,
사연,,,
사람,,,
남,,,
노력,,,
시간,,,
개인,,,
사정,,,
불이익,,,
그것,,,
또한,,,
감수,,,
엄마,,,
진상,,,
이모,,,
막강,,,
파워,,,
혜택,,,
다누리,,,
거지,,,
자기,,,
돈,,,
호위,,,
호식,,,
누가,,,
권력,,,
기업,,,
삥,,,
호위,,,
호식,,,
얘기,,,
기업,,,
주주,,,
물건,,,
아주,,,
소비자,,,
국민,,,
얼마나,,,
인생,,,
존나,,,
이제,,,
조금,,,
경험,,,
근혜,,,
이모,,,
비호,,,
미안,,,
일개,,,
학교,,,
학생,,,
결석,,,
내용,,,
교육청,,,
관계자,,,
저리,,,
학생,,,
닭,,,
자,,,
이제,,,
교육청,,,
과연,,,
끝,,,
공식,,,
직함,,,
사람,,,
나라,,,
휘,,,
둘리,,,
아주,,,
온갖,,,
비리,,,
종합,,,
백화점,,,
비리,,,
부패,,,
전문가,,,
답,,,
싹수,,,
고교,,,
졸업,,,
진짜,,,
이,,,
나라,,,
수치,,,
검찰,,,
정유,,,
최,,,
실,,,
것,,,
비호,,,
놈,,,
전부,,,
구속,,,
독일,,,
애나,,,
얘,,,
유승준,,,
한국,,,
승마,,,
관심,,,
애,,,
어쩌,,,
저쩌,,,
거,,,
보,,,
임자,,,
벼,,,
신경,,,
눈,,,
이대,,,
승마,,,
관심,,,
무쟈,,,
떡,,,
줄,,,
사람,,,
생각,,,
김치,,,
국,,,
먼저,,,
맙시,,,
승마,,,
협회,,,
조사,,,
완전,,,
위아래,,,
모두,,,
개판,,,
퇴학,,,
번,,,
뇬,,,
능력,,,
부,,,
보덕,,,
팔자,,,
상이,,,
대한민국,,,
상류층,,,
구먼,,,
부모,,,
것,,,
능력,,,
쓰바뇬,,,
임신,,,
정유,,,
아들,,,
출산,,,
고,,,
때,,,
임신,,,
자연,,,
결석,,,
나이,,,
살,,,
나,,,
최씨,,,
소문,,,
조사,,,
될런,,,
전설,,,
포켓몬,,,
년,,,
분노,,,
치민,,,
대한민국,,,
고등학생,,,
학부모,,,
라면,,,
지금,,,
마음상태,,,
일지,,,
뭘,,,
제대로,,,
게,,,
애,,,
제대로,,,
건가,,,
애,,,
벌써,,,
기,,,
타나,,,
대박,,,
세상,,,
지시,,,
은애,,,
처리,,,
생각,,,
지시,,,
애,,,
조사해,,,
개한민국,,,
상징,,,
것,,,
사회,,,
완전,,,
공주,,,
학교,,,
학교,,,
재량,,,
껏,,,
그것,,,
세상,,,
요지경,,,
요지경,,,
세상,,,
한숨,,,
의혹,,,
개헌,,,
정국,,,
피해,,,
가게,,,
용의,,,
선상,,,
수컷,,,
를,,,
조사해,,,
진상,,,
규명,,,
하루,,,
개,,,
베개,,,
위,,,
머리카락,,,
수거,,,
거,,,
뭐,,,
세월호,,,
수장,,,
직무,,,
유기,,,
검찰조사,,,
필수,,,
그냥,,,
취미,,,
승마,,,
돈,,,
취미,,,
생활,,,
엄마,,,
딸,,,
알,,,
기,,,
너희,,,
모녀,,,
축복,,,
인생,,,
애기,,,
공주,,,
출산,,,
개월,,,
태자,,,
타국,,,
땅,,,
국경선,,,
월,,,
고생,,,
고등학교,,,
때,,,
결석,,,
달,,,
출석,,,
마,,,
병원,,,
정도,,,
중딩,,,
수준,,,
교육,,,
뭐,,,
쥐닭,,,
집권,,,
정말,,,
우리나라,,,
부정부패,,,
천국,,,
저런,,,
녀,,,
이나라,,,
마치,,,
독재,,,
시절,,,
얘,,,
데,,,
모자이크,,,
처리,,,
김치,,,
국,,,
인권,,,
다나,,,
고등학교,,,
출석,,,
강력,,,
항의,,,
대체,,,
대학교,,,
문자,,,
대체,,,
출석,,,
말,,,
정말,,,
애마부인,,,
어마,,,
무시,,,
급,,,
급,,,
공교육,,,
해도,,,
얘,,,
공교육,,,
중요성,,,
입,,,
때,,,
머리,,,
텅텅,,,
인증,,,
싸가지,,,
갈수록,,,
가관,,,
이군,,,
제압,,,
잡,,,
것,,,
무엇,,,
더냐,,,
세상,,,
엿같,,,
그네,,,
정부,,,
돈,,,
자랑,,,
더니,,,
부모,,,
돈,,,
힘,,,
더니,,,
어째서,,,
돈,,,
힘,,,
단,,,
분,,,
정상,,,
결혼,,,
임신,,,
축복,,,
속,,,
출산,,,
일륜,,,
대사,,,
어디,,,
시궁창,,,
흙,,,
수저,,,
미성년,,,
임신,,,
애비,,,
자식,,,
학대,,,
짓,,,
건,,,
정말,,,
졸,,,
졸,,,
부일,,,
격,,,
무시,,,
건가,,,
가정교육,,,
진짜,,,
돈,,,
시간,,,
공,,,
승마,,,
세계,,,
랭킹,,,
위,,,
요즘,,,
특기,,,
생으로,,,
대학가,,,
고,,,
부모님,,,
생각,,,
당신,,,
자녀,,,
얼마나,,,
출석,,,
국가대표,,,
과정,,,
분명,,,
비리,,,
김연아,,,
아이유,,,
출석,,,
일수,,,
미달,,,
졸업장,,,
건,,,
왜,,,
말,,,
안,,,
연예인,,,
운동선수,,,
학교,,,
거,,,
우리나라,,,
유독,,,
사람,,,
잣,,,
대면,,,
안,,,
대박,,,
무슨,,,
공주,,,
대한민국,,,
조선시대,,,
김연아,,,
선수,,,
때문,,,
출석,,,
학점,,,
몬생겻는뎅,,,
개망,,,
쓰레,,,
부모,,,
힘,,,
무능력자,,,
아이,,,
쉽발뇬,,,
쌍판,,,
보고,,,
정유,,,
최,,,
실,,,
쓰레기,,,
개한민국,,,
명,,,
추가,,,
닭년,,,
저리,,,
바라냐,,,
애,,,
딸,,,
개구,,,
녁,,,
말,,,
고교,,,
퇴,,,
저,,,
모양,,,
중학교,,,
제대로,,,
살,,,
치킨,,,
입,,,
물,,,
교장,,,
겁,,,
나,,,
왜,,,
학교,,,
일주일,,,
정학,,,
처리,,,
젠장,,,
누구,,,
개월,,,
이상,,,
학교,,,
안나,,,
별문제,,,
닭,,,
공화국,,,
월,,,
건가,,,
개판,,,
이,,,
나라,,,
왜,,,
겨,,,
욕,,,
정말,,,
나라,,,
정말,,,
진정,,,
개판,,,
경제,,,
최악,,,
거슬러,,,
흥미진진,,,
지누,,,
네버앤딩,,,
임신,,,
딸,,,
래미,,,
그,,,
모양,,,
나중,,,
남자,,,
실,,,
여왕님,,,
공주,,,
바지,,,
대통령,,,
원래,,,
승마,,,
스포츠,,,
사람,,,
기량,,,
별루,,,
필요,,,
말,,,
혼자,,,
아,,,
함,,,
훈련,,,
기량,,,
대문,,,
진짜,,,
극단,,,
명마,,,
초등학생,,,
달,,,
본기,,,
아시아,,,
수준,,,
아무나,,,
매달,,,
땀,,,
애마부인,,,
왕,,,
라이,,,
모자이크,,,
왜,,,
고려시대,,,
문벌귀족,,,
권문세족,,,
조선시대,,,
안동김씨,,,
풍양조씨,,,
현재,,,
최,,,
실,,,
정유,,,
고등학교,,,
정규,,,
수업,,,
일수,,,
체험,,,
간기,,,
말,,,
결석,,,
월,,,
당,,,
등교,,,
일반인,,,
이면,,,
나라,,,
일반,,,
시민,,,
입장,,,
말,,,
말,,,
저런,,,
부류,,,
대한민국,,,
얼마나,,,
태평천하,,,
란,,,
소설,,,
말,,,
쟤,,,
이제,,,
평생,,,
니,,,
말,,,
부모,,,
만난,,,
게,,,
진실,,,
지금,,,
네,,,
꼬,,,
라지,,,
쓰레기,,,
짓거리,,,
혼자,,,
가지가지,,,
인생,,,
산다,,,
너,,,
다,,,
대학가,,,
뭐,,,
모자이크,,,
하나,,,
어차피,,,
얼굴,,,
진짜,,,
어이,,,
막장,,,
왜,,,
돈,,,
부패,,,
졸라,,,
돈,,,
때문,,,
남자,,,
그것,,,
실력,,,
모자이크,,,
좀,,,
김연아,,,
학교,,,
출석,,,
함,,,
스포츠,,,
메달,,,
감,,,
거기,,,
거,,,
걸,,,
혹,,,
고,,,
때,,,
임신,,,
도대체,,,
그,,,
학생,,,
누구,,,
배경,,,
이,,,
애,,,
얼굴,,,
내,,,
진자,,,
저런,,,
미혼,,,
운동선수,,,
것,,,
연예인,,,
것,,,
각,,,
중,,,
고등학교,,,
대학교,,,
출석,,,
한번,,,
아주,,,
가관,,,
운동선수,,,
연예인,,,
것,,,
옛날,,,
수업,,,
시합,,,
때문,,,
촬영,,,
때문,,,
수업,,,
거의,,,
것,,,
이조사해,,,
좀,,,
모두,,,
연예인,,,
운동선수,,,
행태,,,
말,,,
허리,,,
보이,,,
와우,,,
한번,,,
보고,,,
진심,,,
레알,,,
하앍,,,
체육,,,
특기,,,
생,,,
귀가,,,
대표,,,
체육,,,
특기,,,
생,,,
운동,,,
수업,,,
지금,,,
유라,,,
외국,,,
돈,,,
빽,,,
김치,,,
년,,,
사회,,,
악,,,
것,,,
군대,,,
촌가,,,
기,,,
정말,,,
최,,,
실,,,
정,,,
유라,,,
이,,,
모녀,,,
때문,,,
국가,,,
파행,,,
파문,,,
이제,,,
개헌,,,
논란,,,
이,,,
모녀,,,
짓,,,
아주,,,
정계,,,
자체,,,
혼란,,,
하하,,,
작년,,,
애,,,
고,,,
때,,,
임신,,,
얘기,,,
개헌,,,
최,,,
실,,,
혼전,,,
출산,,,
유전,,,
눈,,,
고딩,,,
때,,,
데,,,
뭘,,,
또,,,
찌,,,
고,,,
초반,,,
안보,,,
이드,,,
응애,,,
자,,,
얼굴,,,
성형,,,
휠러,,,
감안,,,
서른,,,
중반,,,
넌,,,
대체,,,
누구,,,
좀비,,,
헬,,,
조선,,,
백년,,,
결론,,,
진정,,,
지진,,,
북핵,,,
태풍,,,
더,,,
인재,,,
부모,,,
비정상,,,
자식,,,
비정상,,,
박쩡,,,
쩡,,,
등,,,
개돼지,,,
휘발,,,
류,,,
담배,,,
등,,,
빚,,,
더미,,,
로또,,,
음주,,,
동반,,,
자살,,,
국가,,,
주적,,,
고위,,,
공직,,,
매국,,,
율,,,
테러,,,
최고,,,
안보,,,
경제,,,
공직자,,,
청렴,,,
결백,,,
돈판돈검,,,
배심원,,,
제,,,
전면,,,
실시,,,
통일,,,
고려,,,
남북,,,
정신,,,
교체,,,
인간,,,
교육,,,
역사,,,
고려,,,
고인돌,,,
우리,,,
중심,,,
한단고기,,,
중국,,,
조선,,,
좀비,,,
성씨,,,
조선,,,
창씨개명,,,
세습,,,
법,,,
성명,,,
태극기,,,
전면,,,
폐기,,,
본래,,,
고려인,,,
인디언,,,
상태,,,
역사,,,
최,,,
실,,,
비리,,,
처벌,,,
디,,,
좌뿔,,,
학생,,,
매도,,,
해,,,
개인,,,
사생활,,,
보호,,,
잘못,,,
에미,,,
최,,,
실,,,
정유,,,
고마,,,
좌빨,,,
의혹,,,
가정,,,
사생활,,,
파괴,,,
폭행,,,
민주,,,
언론,,,
좌빨,,,
선동,,,
언론,,,
너,,,
누구,,,
딸,,,
최,,,
실,,,
딸,,,
메달,,,
모든,,,
선수,,,
것,,,
것,,,
오히려,,,
정유,,,
한겨레,,,
최,,,
실,,,
정유,,,
신문,,,
가장,,,
교육,,,
개,,,
박살,,,
이,,,
민주,,,
사회,,,
친,,,
의혹,,,
기사,,,
게,,,
크라스,,,
이쯤,,,
파도,,,
파도,,,
방증,,,
뭐,,,
독일,,,
처가,,,
남,,,
집,,,
쓰레기통,,,
색,,,
짓,,,
갈수록,,,
졸라,,,
니,,,
개솔땜,,,
지금,,,
역풍,,,
불어,,,
상황,,,
반전,,,
위마,,,
의,,,
권력,,,
검찰,,,
아치,,,
라면,,,
돈,,,
빽,,,
서민,,,
아치,,,
위마,,,
검찰,,,
이,,,
시간,,,
얼마나,,,
고통,,,
검찰,,,
가족,,,
친,,,
인척,,,
돈,,,
패밀리,,,
검찰,,,
누가,,,
견제,,,
수,,,
처,,,
그,,,
그,,,
꿩,,,
매라,,,
경찰,,,
수사권,,,
전부,,,
기소권,,,
일부,,,
주어,,,
검찰,,,
견제,,,
것,,,
효과,,,
적임,,,
경찰,,,
검찰,,,
견제,,,
말,,,
것,,,
검찰,,,
계통,,,
소속,,,
다른,,,
경찰,,,
검찰,,,
견제,,,
효과,,,
적임,,,
경찰,,,
수사권,,,
전부,,,
기소권,,,
일부,,,
행사,,,
것,,,
정답,,,
해법,,,
비리,,,
공화국,,,
말,,,
어이,,,
중,,,
고딩,,,
때,,,
운동,,,
부들,,,
학교,,,
원래,,,
쟤,,,
운동선수,,,
수업,,,
안,,,
것,,,
사거리,,,
안,,,
유라,,,
덕,,,
공화국,,,
이,,,
총장,,,
교체,,,
양념,,,
말타,,,
이유,,,
정유,,,
이대,,,
뭐,,,
대학,,,
거기,,,
뇨,,,
원래,,,
너,,,
아이,,,
시집,,,
자,,,
곳,,,
전통,,,
나,,,
껏,,,
정도,,,
이대,,,
졸업장,,,
말,,,
탈수,,,
있쟎,,,
졸업장,,,
뭐,,,
뇨,,,
달달,,,
기녀,,,
사생활,,,
인간,,,
그,,,
또한,,,
인생,,,
학점,,,
나라,,,
개판,,,
집안,,,
개판,,,
어이구,,,
기자,,,
운동선수,,,
금메달,,,
선동,,,
누덜,,,
고생,,,
말세,,,
말세,,,
국민,,,
세금,,,
저런,,,
골빈것,,,
도대체,,,
얼마나,,,
바쳤꼬,,,
금메달,,,
고대,,,
입학,,,
김연아,,,
특혜,,,
조사,,,
캐나다,,,
훈려,,,
고대,,,
며칠,,,
조사,,,
래야,,,
공정,,,
룰,,,
게임,,,
연아,,,
조사,,,
좀,,,
이제,,,
졸,,,
건가,,,
이대,,,
특기,,,
생,,,
수준,,,
이,,,
정도,,,
년,,,
정말,,,
하루,,,
정말,,,
인간,,,
기사,,,
고,,,
때,,,
결석,,,
게,,,
씨,,,
바,,,
최씨,,,
이쯤,,,
니,,,
진심,,,
쪽,,,
리지,,,
날,,,
기사,,,
이,,,
모양,,,
니,,,
푼,,,
이제,,,
부메랑,,,
니,,,
스스로,,,
비리,,,
의혹,,,
크라스,,,
질,,,
국민,,,
젠,,,
니,,,
조롱,,,
손가락질,,,
로,,,
선동,,,
대한민국,,,
예체능,,,
계열,,,
학생,,,
얘,,,
부지,,,
기수,,,
니,,,
진심,,,
뭐,,,
해도,,,
젠,,,
막,,,
악,,,
구만,,,
단언컨대,,,
문재인,,,
대통,,,
물건,,,
너,,,
이건,,,
운동선수,,,
전부,,,
거른것,,,
안이,,,
공부,,,
운동,,,
애,,,
돌대가리,,,
안이,,,
정유,,,
리도,,,
돌,,,
짜르,,,
왜못,,,
짜르,,,
이대,,,
정,,,
유리,,,
퇴학,,,
개속,,,
과거,,,
짤,,,
라라,,,
법,,,
어건나,,,
가차,,,
법안,,,
검찰,,,
법원,,,
정식,,,
혹시,,,
국회의원,,,
천거,,,
식,,,
법물,,,
분,,,
국회의원,,,
절대,,,
찍지맙시,,,
분,,,
법물,,,
분,,,
정의,,,
대판,,,
공주,,,
저,,,
모녀,,,
구속,,,
장면,,,
보지,,,
지금,,,
배,,,
낫,,,
것,,,
키,,,
난,,,
공부,,,
대학,,,
갓,,,
최,,,
실의,,,
최후,,,
수단,,,
개헌,,,
득남,,,
축하,,,
하여튼,,,
권력,,,
등,,,
출산율,,,
헬조선,,,
출산,,,
도은듯,,,
그냥,,,
염병,,,
이,,,
정유,,,
문제,,,
우리나라,,,
스포츠,,,
및,,,
체육,,,
관련,,,
분야,,,
일이,,,
프로,,,
국,,,
뿐,,,
나,,,
중학교,,,
때,,,
축구,,,
부,,,
레슬링,,,
부,,,
친구,,,
수업,,,
정치,,,
문제,,,
좀,,,
바,,,
음,,,
축구,,,
국가대표,,,
외국인,,,
감독,,,
이유,,,
뭔,,,
알,,,
고등학교,,,
야구,,,
홈런,,,
학부모,,,
회원,,,
학교,,,
진짜,,,
애,,,
교육,,,
환경,,,
좀,,,
군대,,,
좀,,,
마,,,
제발,,,
병,,,
맛,,,
그냥,,,
실토,,,
해,,,
크라스,,,
박원순,,,
정돈,,,
딸,,,
래미,,,
하나,,,
은,,,
얘,,,
학점,,,
별로,,,
얘,,,
서울대,,,
미대,,,
법대,,,
전무후무,,,
전과,,,
전과,,,
청자,,,
얘,,,
상위,,,
아이,,,
제,,,
말,,,
뇌,,,
좌좀,,,
니,,,
지금,,,
그,,,
물가,,,
스위스,,,
제네바,,,
누가,,,
전액,,,
장학금,,,
생활,,,
형평성,,,
제대로,,,
과연,,,
누가,,,
진심,,,
후,,,
덜덜,,,
크라스,,,
승마,,,
협회,,,
조사해,,,
곳,,,
걸,,,
빨갱이,,,
거의,,,
매일,,,
기사,,,
선동,,,
북한,,,
사이버,,,
놈,,,
양념,,,
처서,,,
인기,,,
글,,,
정말,,,
정도,,,
거의,,,
광,,,
걸,,,
언론사,,,
더,,,
문제,,,
걸,,,
사람,,,
노력,,,
파다,,,
실력,,,
밤,,,
말타,,,
기연,,,
애,,,
얘,,,
유명,,,
세,,,
안,,,
애,,,
나,,,
특기,,,
생으로,,,
대학,,,
뭐,,,
공결,,,
아주,,,
권력자,,,
특혜,,,
구만,,,
왜,,,
정유,,,
모자이크,,,
아주,,,
비리,,,
덩어리,,,
집안,,,
곳,,,
자신,,,
사람,,,
닭,,,
대가리,,,
아이큐,,,
년도,,,
말,,,
대가리,,,
아이큐,,,
년도,,,
쌍판때,,,
왜,,,
모자이크,,,
그랴,,,
공개,,,
좀,,,
해,,,
고교,,,
고교,,,
졸업장,,,
아시안,,,
게임,,,
금메달,,,
이대,,,
합격,,,
증도,,,
독일,,,
집도,,,
그냥,,,
집,,,
세수,,,
왕창,,,
무엇,,,
애가,,,
생겼늠,,,
성형,,,
얼굴,,,
개빻았음,,,
성격,,,
얼굴,,,
년도,,,
돈,,,
권력,,,
진짜,,,
권력,,,
돈,,,
대한민국,,,
대한민국,,,
이름,,,
실국,,,
하자,,,
독재자,,,
권력자,,,
한국,,,
유라,,,
왈,,,
니,,,
부모,,,
탓,,,
한국,,,
자기,,,
박양,,,
그,,,
졸개,,,
아따,,,
우리,,,
좌파,,,
마소,,,
박원순,,,
딸,,,
뭐,,,
물타기쩌,,,
권력,,,
아부,,,
위,,,
모든,,,
질서,,,
최,,,
실,,,
인,,,
위,,,
로드,,,
법,,,
질서,,,
팽개치,,,
과정,,,
사람,,,
품,,,
절망,,,
무슨,,,
승마,,,
대회,,,
태권도,,,
골프,,,
특기,,,
생,,,
대회,,,
녀석,,,
기껏,,,
달,,,
비리,,,
덩어리,,,
저,,,
임신,,,
아시안,,,
게임,,,
대표,,,
선발,,,
및,,,
아시안,,,
게임,,,
승마,,,
단체,,,
금메달,,,
땃다,,,
거,,,
체전,,,
금메달,,,
본인,,,
사람,,,
못,,,
사람,,,
제외,,,
평균,,,
더,,,
임신,,,
출산,,,
공결,,,
